Date,Open,High,Low,Close,Adj Close,Volume
2019-03-09 00:00:00+00:00,14.28460312,14.94898224,14.10533619,14.56587887,14.56587887,160640089
2019-03-10 00:00:00+00:00,14.56690311,14.60217094,14.07328987,14.49443913,14.49443913,140866074
2019-03-11 00:00:00+00:00,14.49840069,14.96726418,14.21739292,14.51441383,14.51441383,152327295
2019-03-12 00:00:00+00:00,14.49593639,15.50733757,14.32499695,15.40613079,15.40613079,169525508
2019-03-13 00:00:00+00:00,15.42757797,15.44845963,15.09764576,15.11512375,15.11512375,145402739
2019-03-14 00:00:00+00:00,15.11926079,15.23184109,14.74800873,15.05110359,15.05110359,137039682
2019-03-15 00:00:00+00:00,15.03313828,15.29823494,15.00915623,15.07710171,15.07710171,124146334
2019-03-16 00:00:00+00:00,15.05210876,16.16026115,15.02148914,16.11901093,16.11901093,143423670
2019-03-17 00:00:00+00:00,16.08924103,16.09711647,15.68274212,15.76114559,15.76114559,131687083
2019-03-18 00:00:00+00:00,15.75499535,15.94178009,15.40462685,15.6820116,15.6820116,132882167
2019-03-19 00:00:00+00:00,15.67578506,16.01011848,15.41341496,15.69359493,15.69359493,216950178
2019-03-20 00:00:00+00:00,15.69217777,15.72344112,15.17873573,15.28002262,15.28002262,136054765
2019-03-21 00:00:00+00:00,15.28180695,15.45404625,14.33874798,14.51739311,14.51739311,152779939
2019-03-22 00:00:00+00:00,14.49511147,15.31847286,14.39244556,15.26642418,15.26642418,149753510
2019-03-23 00:00:00+00:00,15.24981022,15.54673004,15.10373592,15.23599529,15.23599529,143128548
2019-03-24 00:00:00+00:00,15.24113178,17.37795448,14.9154501,17.28535652,17.28535652,314554203
2019-03-25 00:00:00+00:00,17.24900627,17.41622353,16.21628571,16.84100723,16.84100723,199413830
2019-03-26 00:00:00+00:00,16.75864983,16.82707787,15.77837944,16.33566475,16.33566475,186112032
2019-03-27 00:00:00+00:00,16.28869438,16.95520973,16.04911041,16.78134346,16.78134346,202275822
2019-03-28 00:00:00+00:00,16.77707863,16.91225624,16.61022186,16.80533028,16.80533028,189454288
2019-03-29 00:00:00+00:00,16.80263138,16.89576721,16.4532795,16.51014137,16.51014137,172002338
2019-03-30 00:00:00+00:00,16.49219894,17.24379539,16.06657791,16.93221283,16.93221283,182021376
2019-03-31 00:00:00+00:00,16.93221283,17.5683403,16.77244377,17.40167046,17.40167046,199990283
2019-04-01 00:00:00+00:00,17.41063881,18.05897522,17.29107475,17.9505024,17.9505024,202977286
2019-04-02 00:00:00+00:00,17.96062469,19.92114258,17.69179344,19.78978348,19.78978348,264406306
2019-04-03 00:00:00+00:00,19.79978371,20.0717144,18.42963791,18.7530632,18.7530632,254862222
2019-04-04 00:00:00+00:00,18.74346733,19.54536819,18.447649,19.14268875,19.14268875,214630296
2019-04-05 00:00:00+00:00,19.13921547,19.5309124,18.94145584,19.45346642,19.45346642,181774781
2019-04-06 00:00:00+00:00,19.46041107,19.47481155,18.89247131,19.1156292,19.1156292,155317547
2019-04-07 00:00:00+00:00,19.10643005,19.26976395,18.90872765,19.11027145,19.11027145,149525473
2019-04-08 00:00:00+00:00,19.07906914,19.09057617,18.07328033,18.11370277,18.11370277,178255322
2019-04-09 00:00:00+00:00,18.11370277,18.64446831,17.3200016,18.43505287,18.43505287,203380139
2019-04-10 00:00:00+00:00,18.42551422,18.68794632,18.1172657,18.24857903,18.24857903,180291307
2019-04-11 00:00:00+00:00,18.27806854,18.28696632,16.58921623,17.70047951,17.70047951,159364357
2019-04-12 00:00:00+00:00,17.68914986,18.63387871,16.8091507,18.43427086,18.43427086,171773154
2019-04-13 00:00:00+00:00,18.43653679,18.71979713,18.15099144,18.71979713,18.71979713,167393154
2019-04-14 00:00:00+00:00,18.71337891,20.00779343,18.53243828,19.49201965,19.49201965,189084742
2019-04-15 00:00:00+00:00,19.49201965,19.89594078,18.88889694,19.40242577,19.40242577,176699111
2019-04-16 00:00:00+00:00,19.38716888,19.85583496,18.79381752,19.82745552,19.82745552,174830782
2019-04-17 00:00:00+00:00,19.82543945,19.88950348,19.42525101,19.60334969,19.60334969,186563033
2019-04-18 00:00:00+00:00,19.58857536,22.07572174,19.53649902,22.03847885,22.03847885,376729341
2019-04-19 00:00:00+00:00,22.0264492,24.80146217,21.31612968,24.47528076,24.47528076,397681147
2019-04-20 00:00:00+00:00,24.51747894,25.53340912,23.95988655,25.00752831,25.00752831,311312466
2019-04-21 00:00:00+00:00,24.99180222,24.99180222,22.78932953,24.19382858,24.19382858,281288778
2019-04-22 00:00:00+00:00,24.18697357,24.70105362,23.3984127,23.90810966,23.90810966,254544860
2019-04-23 00:00:00+00:00,23.90967369,24.74544334,22.68981361,22.87626076,22.87626076,264898474
2019-04-24 00:00:00+00:00,22.84810066,23.16535378,21.40784454,23.12906837,23.12906837,259839247
2019-04-25 00:00:00+00:00,23.10208511,23.53052902,21.54019737,22.24310684,22.24310684,244068802
2019-04-26 00:00:00+00:00,22.28539467,23.46396446,21.64414024,22.86942863,22.86942863,253113255
2019-04-27 00:00:00+00:00,22.86735725,22.95112419,22.25881386,22.34158707,22.34158707,205615716
2019-04-28 00:00:00+00:00,22.35248375,23.03533173,22.30157661,22.89933968,22.89933968,222693167
2019-04-29 00:00:00+00:00,22.90409279,22.93445015,21.31927681,21.70506668,21.70506668,201243334
2019-04-30 00:00:00+00:00,21.70277405,22.34996223,21.42840195,22.12783623,22.12783623,190326179
2019-05-01 00:00:00+00:00,22.13475037,22.21676254,21.636343,21.95362091,21.95362091,180070221
2019-05-02 00:00:00+00:00,21.95439529,23.96310806,21.83443451,23.59193039,23.59193039,228233321
2019-05-03 00:00:00+00:00,23.58250618,23.93054962,23.13051414,23.74962807,23.74962807,218859579
2019-05-04 00:00:00+00:00,23.74962807,23.76667595,22.54578018,22.88483238,22.88483238,193177736
2019-05-05 00:00:00+00:00,22.89359665,23.09173012,22.64362335,23.01995277,23.01995277,171107466
2019-05-06 00:00:00+00:00,23.0173111,23.0173111,21.61948204,22.20663452,22.20663452,175856220
2019-05-07 00:00:00+00:00,22.18585777,22.47171211,20.6619339,20.86417961,20.86417961,171922295
2019-05-08 00:00:00+00:00,20.77916336,21.35116577,19.79779816,20.75267601,20.75267601,247852849
2019-05-09 00:00:00+00:00,20.75267601,20.89339447,18.66029549,18.82835579,18.82835579,204395709
2019-05-10 00:00:00+00:00,18.79928017,20.01085472,18.4670887,19.59810829,19.59810829,209097573
2019-05-11 00:00:00+00:00,19.59810829,21.93524361,19.08450508,21.04944229,21.04944229,298063616
2019-05-12 00:00:00+00:00,21.07922363,21.46531105,20.33096123,20.83029747,20.83029747,239206084
2019-05-13 00:00:00+00:00,20.83029747,24.52552414,20.75253677,23.81102753,23.81102753,404049210
2019-05-14 00:00:00+00:00,23.88562775,24.48439789,22.9355793,23.62641907,23.62641907,328207185
2019-05-15 00:00:00+00:00,23.64679909,27.14052963,23.60710907,26.89493942,26.89493942,357899657
2019-05-16 00:00:00+00:00,26.78861809,27.64845467,25.44980812,26.32580566,26.32580566,368906500
2019-05-17 00:00:00+00:00,26.31808662,26.60547256,23.48943329,25.68257141,25.68257141,398169924
2019-05-18 00:00:00+00:00,25.68257141,28.41995049,25.27744293,28.39679337,28.39679337,470683583
2019-05-19 00:00:00+00:00,28.37143326,29.91776085,27.15608025,29.4128437,29.4128437,494423260
2019-05-20 00:00:00+00:00,29.3998642,29.43369484,28.04008865,29.3053875,29.3053875,457260435
2019-05-21 00:00:00+00:00,29.30957985,32.42818451,28.3516407,32.00737762,32.00737762,742382920
2019-05-22 00:00:00+00:00,32.02879715,32.21762085,30.97856331,31.42204285,31.42204285,534057314
2019-05-23 00:00:00+00:00,31.36412811,32.20209503,30.44655037,31.51573563,31.51573563,536619660
2019-05-24 00:00:00+00:00,31.53371239,34.34823227,31.28728104,33.84139252,33.84139252,648459287
2019-05-25 00:00:00+00:00,33.84139252,35.3260994,33.55858231,35.05310059,35.05310059,637380073
2019-05-26 00:00:00+00:00,35.04613113,35.08274841,33.22774887,34.10485077,34.10485077,611208604
2019-05-27 00:00:00+00:00,34.05934143,35.2920723,33.27457047,33.68067932,33.68067932,598117911
2019-05-28 00:00:00+00:00,33.71298981,34.63982391,32.89192581,33.36094666,33.36094666,516116377
2019-05-29 00:00:00+00:00,33.34693527,33.88246918,31.90885162,33.74435425,33.74435425,564894524
2019-05-30 00:00:00+00:00,33.78000259,35.50450134,31.48468781,32.29106522,32.29106522,517229671
2019-05-31 00:00:00+00:00,32.29106522,32.7525177,31.38370895,32.74816513,32.74816513,503989734
2019-06-01 00:00:00+00:00,32.7476387,33.7613678,32.53577042,33.01364899,33.01364899,572703757
2019-06-02 00:00:00+00:00,33.01364899,33.76331329,32.62638855,33.17404938,33.17404938,461362658
2019-06-03 00:00:00+00:00,33.18771362,33.19738388,31.1967926,31.39195633,31.39195633,417996141
2019-06-04 00:00:00+00:00,31.37637329,31.41836929,29.18362427,29.38062477,29.38062477,421064886
2019-06-05 00:00:00+00:00,29.41511345,31.18468475,29.25986862,31.00626373,31.00626373,464095694
2019-06-06 00:00:00+00:00,30.99243164,32.12073898,30.22080231,31.48010445,31.48010445,416584078
2019-06-07 00:00:00+00:00,31.47221947,32.18444824,31.33623123,31.58748245,31.58748245,342881981
2019-06-08 00:00:00+00:00,31.60620689,32.28679657,31.4317379,32.06632233,32.06632233,428041268
2019-06-09 00:00:00+00:00,32.06307602,32.14979553,30.49247932,30.55828667,30.55828667,336574887
2019-06-10 00:00:00+00:00,30.54628944,32.13136673,30.18663979,32.06472778,32.06472778,459590416
2019-06-11 00:00:00+00:00,32.07216263,32.32378387,31.39539528,32.26265717,32.26265717,393897651
2019-06-12 00:00:00+00:00,32.28945541,34.76551056,32.18648529,34.68638611,34.68638611,547786335
2019-06-13 00:00:00+00:00,34.60131073,35.99935532,34.34952927,35.1431427,35.1431427,512885462
2019-06-14 00:00:00+00:00,35.13095474,35.26723099,30.94267082,33.07638168,33.07638168,737850145
2019-06-15 00:00:00+00:00,33.05900574,33.9624176,32.36748123,32.82586288,32.82586288,489033316
2019-06-16 00:00:00+00:00,32.82586288,33.37511063,32.11668015,32.40272522,32.40272522,389404410
2019-06-17 00:00:00+00:00,32.38938904,34.19774246,32.38148499,33.9178772,33.9178772,439337220
2019-06-18 00:00:00+00:00,33.92771912,35.10665131,33.87807846,34.33950806,34.33950806,484975596
2019-06-19 00:00:00+00:00,34.36224747,35.67655182,34.36224747,35.28719711,35.28719711,509791358
2019-06-20 00:00:00+00:00,35.30382538,36.98574448,34.51285553,36.72606277,36.72606277,636578809
2019-06-21 00:00:00+00:00,36.69312286,38.89468384,36.33510208,38.81591797,38.81591797,438604247
2019-06-22 00:00:00+00:00,38.81233597,39.56653595,37.5446167,37.7997551,37.7997551,428828573
2019-06-23 00:00:00+00:00,37.83215332,38.33820724,37.02869415,37.13472748,37.13472748,369969675
2019-06-24 00:00:00+00:00,37.13472748,37.62824631,35.9442749,37.43363953,37.43363953,329001838
2019-06-25 00:00:00+00:00,37.39304733,37.39304733,35.76860428,36.00828934,36.00828934,293163090
2019-06-26 00:00:00+00:00,36.00828934,37.73226166,34.34766388,35.69831085,35.69831085,444226052
2019-06-27 00:00:00+00:00,35.72651291,35.8272171,32.76325226,33.82358932,33.82358932,375392572
2019-06-28 00:00:00+00:00,33.86539078,34.77465057,33.37531662,34.54973984,34.54973984,337534352
2019-06-29 00:00:00+00:00,34.58678818,35.52832413,33.28414154,35.36010742,35.36010742,369705514
2019-06-30 00:00:00+00:00,35.39889145,35.39889145,32.44248199,32.44248199,32.44248199,286632252
2019-07-01 00:00:00+00:00,32.44248199,33.9340744,31.68918419,32.92229843,32.92229843,290190904
2019-07-02 00:00:00+00:00,32.92443848,33.46080017,30.87782288,32.00923538,32.00923538,348029977
2019-07-03 00:00:00+00:00,32.03412628,33.08720398,31.79888916,32.66749954,32.66749954,248895676
2019-07-04 00:00:00+00:00,32.69110489,34.31312561,32.37590027,32.89332581,32.89332581,348186707
2019-07-05 00:00:00+00:00,32.99928284,33.64065933,32.44529343,32.71316528,32.71316528,232575484
2019-07-06 00:00:00+00:00,32.71133423,33.31924057,32.47943878,32.53094101,32.53094101,187247411
2019-07-07 00:00:00+00:00,32.52163315,33.49295807,32.45066071,33.24106216,33.24106216,198859381
2019-07-08 00:00:00+00:00,33.26350021,34.25031281,33.09766006,33.46968079,33.46968079,257698795
2019-07-09 00:00:00+00:00,33.47127914,33.95130157,32.53319931,32.70764923,32.70764923,210904382
2019-07-10 00:00:00+00:00,32.70317841,32.97499847,30.95691872,31.47737694,31.47737694,270511687
2019-07-11 00:00:00+00:00,31.50398254,31.79955292,28.91305351,29.64197159,29.64197159,251161946
2019-07-12 00:00:00+00:00,29.65332222,32.21329117,29.34087372,31.69433022,31.69433022,417842730
2019-07-13 00:00:00+00:00,31.7104969,32.39366531,30.50828934,31.50693321,31.50693321,273938894
2019-07-14 00:00:00+00:00,31.54674339,31.64886665,28.85169983,28.92428207,28.92428207,299523499
2019-07-15 00:00:00+00:00,28.93121719,29.00720787,27.24801636,28.39344788,28.39344788,384045964
2019-07-16 00:00:00+00:00,28.37727928,29.29675484,25.4979496,25.52500916,25.52500916,439515318
2019-07-17 00:00:00+00:00,25.51922035,27.94808769,24.90364456,27.21960068,27.21960068,572389805
2019-07-18 00:00:00+00:00,27.2577343,29.15920067,26.93709564,28.92281151,28.92281151,711895799
2019-07-19 00:00:00+00:00,28.92281151,29.77911377,28.42498207,29.07839394,29.07839394,483963124
2019-07-20 00:00:00+00:00,29.08566475,31.18545341,29.06561089,30.87224388,30.87224388,367891866
2019-07-21 00:00:00+00:00,30.92316437,31.31201935,29.64069748,30.51954269,30.51954269,285097790
2019-07-22 00:00:00+00:00,30.53754807,32.10583496,29.8119278,30.63458633,30.63458633,416965642
2019-07-23 00:00:00+00:00,30.6423893,30.76294327,29.25984001,29.58519554,29.58519554,324109274
2019-07-24 00:00:00+00:00,29.57537651,29.63232803,28.21121407,29.16371727,29.16371727,265315497
2019-07-25 00:00:00+00:00,29.13006592,29.54756546,28.69722557,29.00243187,29.00243187,248126220
2019-07-26 00:00:00+00:00,28.99356842,29.15343666,28.54409981,28.97918892,28.97918892,231263489
2019-07-27 00:00:00+00:00,28.97918892,29.35853958,27.57946968,27.88562584,27.88562584,191655093
2019-07-28 00:00:00+00:00,27.89958954,27.93096161,26.96950531,27.83517075,27.83517075,163990878
2019-07-29 00:00:00+00:00,27.81212234,27.87560844,27.03717041,27.20327187,27.20327187,146207597
2019-07-30 00:00:00+00:00,27.2244091,27.23194313,26.59256172,26.94230461,26.94230461,148410035
2019-07-31 00:00:00+00:00,26.96240997,27.75824547,26.93766975,27.64455795,27.64455795,202950576
2019-08-01 00:00:00+00:00,27.6221981,28.82418442,27.57434654,28.77327347,28.77327347,287326494
2019-08-02 00:00:00+00:00,28.78120804,28.78120804,27.81726265,28.03848267,28.03848267,197026849
2019-08-03 00:00:00+00:00,28.08447266,28.42518806,27.74043655,27.88986015,27.88986015,153702445
2019-08-04 00:00:00+00:00,27.88274002,28.07252884,27.35978889,27.55616188,27.55616188,136844756
2019-08-05 00:00:00+00:00,27.54244614,28.3345108,27.49543953,28.01187897,28.01187897,183750146
2019-08-06 00:00:00+00:00,28.04266357,28.42918968,27.34971428,27.63808823,27.63808823,192614971
2019-08-07 00:00:00+00:00,27.63920403,29.60584068,27.43950462,29.35436821,29.35436821,314659493
2019-08-08 00:00:00+00:00,29.36826324,31.30161095,29.03480721,30.83284569,30.83284569,404379079
2019-08-09 00:00:00+00:00,30.8674202,31.17804337,29.91259956,29.96147346,29.96147346,222912268
2019-08-10 00:00:00+00:00,29.94394684,30.04810143,29.16697884,29.68185806,29.68185806,248736115
2019-08-11 00:00:00+00:00,29.68372917,30.2944622,29.51161385,30.05725479,30.05725479,263951565
2019-08-12 00:00:00+00:00,30.08245087,30.47691727,29.84700775,30.16688156,30.16688156,278357603
2019-08-13 00:00:00+00:00,30.16803551,30.35631371,29.273386,29.46627808,29.46627808,241841209
2019-08-14 00:00:00+00:00,29.4615345,29.47153091,27.10071564,27.10558128,27.10558128,227534067
2019-08-15 00:00:00+00:00,27.09639931,28.17516327,26.69791794,28.04344749,28.04344749,248072109
2019-08-16 00:00:00+00:00,28.05899429,28.08271408,26.89726067,27.6445713,27.6445713,203654965
2019-08-17 00:00:00+00:00,27.65212822,27.93924713,27.13772583,27.48052216,27.48052216,196083314
2019-08-18 00:00:00+00:00,27.49461555,28.10008621,27.18069839,27.93244553,27.93244553,229491438
2019-08-19 00:00:00+00:00,27.94526482,29.05650139,27.81815147,28.80900383,28.80900383,259250527
2019-08-20 00:00:00+00:00,28.8148613,28.8148613,28.05715561,28.16749001,28.16749001,209875661
2019-08-21 00:00:00+00:00,28.16618919,28.16618919,26.59328651,26.99371529,26.99371529,198468093
2019-08-22 00:00:00+00:00,26.99371529,27.44528198,26.42941475,27.08919144,27.08919144,193368566
2019-08-23 00:00:00+00:00,27.08919144,27.39027977,26.85284805,27.17053032,27.17053032,195437616
2019-08-24 00:00:00+00:00,27.16345024,27.16345024,26.23466682,26.49566269,26.49566269,164452279
2019-08-25 00:00:00+00:00,26.48666191,26.53139687,25.87463188,26.13184738,26.13184738,165296408
2019-08-26 00:00:00+00:00,26.14194489,27.07545662,25.85833359,26.10832977,26.10832977,277691463
2019-08-27 00:00:00+00:00,26.1239109,26.14626503,25.09514236,25.6889782,25.6889782,196715449
2019-08-28 00:00:00+00:00,25.69750977,26.01761055,23.68896294,23.70286751,23.70286751,206092745
2019-08-29 00:00:00+00:00,23.68764687,23.68764687,21.82361794,21.88960648,21.88960648,200824073
2019-08-30 00:00:00+00:00,21.88960648,22.62002754,21.64243317,22.21885681,22.21885681,196253457
2019-08-31 00:00:00+00:00,22.21199608,22.44065285,21.19030762,21.26591492,21.26591492,167589166
2019-09-01 00:00:00+00:00,21.25872803,21.78353119,21.17132378,21.56867027,21.56867027,173772205
2019-09-02 00:00:00+00:00,21.56867027,22.88514137,21.20372009,22.76713371,22.76713371,237417710
2019-09-03 00:00:00+00:00,22.76075745,22.92913246,22.36545372,22.51453972,22.51453972,181166381
2019-09-04 00:00:00+00:00,22.52736282,22.67215729,21.67255592,21.79630852,21.79630852,148909991
2019-09-05 00:00:00+00:00,21.81597519,23.53521347,21.57309532,22.76109886,22.76109886,259054353
2019-09-06 00:00:00+00:00,22.76109886,23.42207909,21.81948471,22.15314865,22.15314865,240129733
2019-09-07 00:00:00+00:00,22.14477348,22.67044067,22.07392693,22.5489769,22.5489769,203280778
2019-09-08 00:00:00+00:00,22.56915283,22.82567406,22.37765694,22.56168938,22.56168938,175027324
2019-09-09 00:00:00+00:00,22.56902313,22.65072823,21.98015213,22.28738976,22.28738976,155543678
2019-09-10 00:00:00+00:00,22.28595543,22.4122982,21.63162613,21.91114426,21.91114426,139754246
2019-09-11 00:00:00+00:00,21.91378784,22.03909492,20.76568222,20.8993206,20.8993206,147044919
2019-09-12 00:00:00+00:00,20.89223099,21.0345459,19.96184731,20.92227745,20.92227745,202313591
2019-09-13 00:00:00+00:00,20.93468475,21.31023026,20.64051247,20.88746643,20.88746643,171327680
2019-09-14 00:00:00+00:00,20.89796257,21.2002449,20.88328171,21.0715847,21.0715847,163028906
2019-09-15 00:00:00+00:00,21.07320976,21.133564,20.5989399,20.5989399,20.5989399,151856190
2019-09-16 00:00:00+00:00,20.59948349,20.97273445,20.20467377,20.39851189,20.39851189,143466438
2019-09-17 00:00:00+00:00,20.40366364,21.35743141,20.27621078,21.00536728,21.00536728,209209108
2019-09-18 00:00:00+00:00,21.00631523,22.9018383,21.00537491,22.25544357,22.25544357,369440814
2019-09-19 00:00:00+00:00,22.24210548,22.48871803,20.63365173,21.61460114,21.61460114,249524458
2019-09-20 00:00:00+00:00,21.63221931,21.63981438,21.09428406,21.37147141,21.37147141,198988737
2019-09-21 00:00:00+00:00,21.38046074,21.54067039,20.99020386,21.08218002,21.08218002,175114438
2019-09-22 00:00:00+00:00,21.09293175,21.09439087,20.25509071,20.52555847,20.52555847,153747684
2019-09-23 00:00:00+00:00,20.5266552,20.5266552,19.47389793,19.48547745,19.48547745,146934616
2019-09-24 00:00:00+00:00,19.47755241,19.62726212,15.98308086,16.0676899,16.0676899,229488109
2019-09-25 00:00:00+00:00,16.05917549,16.59714127,15.20441341,16.25837326,16.25837326,179697117
2019-09-26 00:00:00+00:00,16.25867844,16.58708763,14.84127903,15.45980835,15.45980835,157594803
2019-09-27 00:00:00+00:00,15.45743179,15.8244257,14.93223667,15.79026318,15.79026318,139548410
2019-09-28 00:00:00+00:00,15.79157734,15.95549297,15.56317139,15.85141945,15.85141945,123900187
2019-09-29 00:00:00+00:00,15.85420132,15.91889954,15.14238644,15.30510044,15.30510044,109712932
2019-09-30 00:00:00+00:00,15.31265354,15.87362385,14.86608124,15.86267471,15.86267471,124329060
2019-10-01 00:00:00+00:00,15.88275146,16.2939949,15.78240585,15.90321064,15.90321064,125165661
2019-10-02 00:00:00+00:00,15.90965843,15.97118759,15.6716404,15.95004845,15.95004845,106103588
2019-10-03 00:00:00+00:00,15.94671154,16.0058403,15.43171692,15.72675991,15.72675991,117720712
2019-10-04 00:00:00+00:00,15.72473812,15.90401363,15.50056744,15.7551136,15.7551136,121510968
2019-10-05 00:00:00+00:00,15.74993038,15.80356979,15.46999454,15.72358036,15.72358036,123665932
2019-10-06 00:00:00+00:00,15.72203827,15.75001621,15.26235104,15.34897995,15.34897995,116659103
2019-10-07 00:00:00+00:00,15.3391819,16.19382858,15.19102383,16.13434601,16.13434601,147393768
2019-10-08 00:00:00+00:00,16.13917542,16.34605598,15.88908958,16.10819244,16.10819244,135346905
2019-10-09 00:00:00+00:00,16.11080551,17.96573639,16.00939751,17.80657959,17.80657959,295619363
2019-10-10 00:00:00+00:00,17.80405426,17.94595337,17.12557411,17.57115364,17.57115364,236960467
2019-10-11 00:00:00+00:00,17.56908226,17.62604523,16.70953178,16.70953178,16.70953178,194750430
2019-10-12 00:00:00+00:00,16.71416855,17.51211548,16.69069099,17.27790642,17.27790642,228500831
2019-10-13 00:00:00+00:00,17.25666809,18.76486206,17.1800499,18.30802536,18.30802536,275090600
2019-10-14 00:00:00+00:00,18.30802536,18.62194824,17.95308495,18.45947838,18.45947838,246674814
2019-10-15 00:00:00+00:00,18.42587471,19.14954567,18.20119286,18.54465294,18.54465294,325479444
2019-10-16 00:00:00+00:00,18.51695251,18.6028614,17.52380753,17.84004974,17.84004974,229668087
2019-10-17 00:00:00+00:00,17.84069443,18.76417732,17.70657921,18.57026863,18.57026863,250474298
2019-10-18 00:00:00+00:00,18.57598114,18.74944305,17.81221199,18.25419235,18.25419235,208244557
2019-10-19 00:00:00+00:00,18.25324249,18.51399994,17.9721241,18.28854561,18.28854561,211728668
2019-10-20 00:00:00+00:00,18.29484367,18.56833839,17.88214111,18.43792343,18.43792343,225458859
2019-10-21 00:00:00+00:00,18.46290016,18.51459694,18.05716705,18.30554962,18.30554962,188130463
2019-10-22 00:00:00+00:00,18.29786491,18.80129433,18.17207527,18.19560242,18.19560242,234929207
2019-10-23 00:00:00+00:00,18.19862747,18.30070114,16.42418861,16.71117401,16.71117401,201092098
2019-10-24 00:00:00+00:00,16.71207428,17.16367722,16.49003792,16.89157295,16.89157295,200253301
2019-10-25 00:00:00+00:00,17.07227898,18.90885353,16.4795475,18.61605835,18.61605835,344418868
2019-10-26 00:00:00+00:00,18.62912941,19.78219986,18.18138695,18.88970375,18.88970375,292124012
2019-10-27 00:00:00+00:00,18.88933563,19.58616829,18.57375908,19.3456459,19.3456459,292948855
2019-10-28 00:00:00+00:00,19.33845329,20.90374374,19.31189346,19.75831985,19.75831985,337867337
2019-10-29 00:00:00+00:00,19.81363869,20.91778564,19.70025444,20.47710609,20.47710609,317609149
2019-10-30 00:00:00+00:00,20.49300194,20.58246613,19.22992516,20.0869503,20.0869503,250293832
2019-10-31 00:00:00+00:00,20.09931183,20.39628029,19.53606987,20.0002327,20.0002327,250225840
2019-11-01 00:00:00+00:00,19.99411392,20.06231499,19.77950287,20.02150154,20.02150154,198377285
2019-11-02 00:00:00+00:00,20.0194912,20.39868546,19.86049271,20.26699448,20.26699448,273890078
2019-11-03 00:00:00+00:00,20.26974106,20.43263435,19.88883018,20.20604515,20.20604515,257571666
2019-11-04 00:00:00+00:00,20.22644615,20.9155941,20.18412971,20.7379818,20.7379818,296502530
2019-11-05 00:00:00+00:00,20.74145889,20.92206764,20.44797134,20.72467422,20.72467422,263685442
2019-11-06 00:00:00+00:00,20.71693802,20.91533089,20.28018951,20.81792259,20.81792259,241489968
2019-11-07 00:00:00+00:00,20.81498146,20.95944023,20.24761391,20.64693642,20.64693642,222003636
2019-11-08 00:00:00+00:00,20.6930294,20.6930294,19.47482109,19.69077301,19.69077301,184596047
2019-11-09 00:00:00+00:00,19.67876434,19.9845829,19.60042953,19.73544693,19.73544693,176812608
2019-11-10 00:00:00+00:00,19.73264694,20.63121605,19.72748184,20.48175812,20.48175812,239714468
2019-11-11 00:00:00+00:00,20.47985077,20.64491653,19.91571236,20.13314056,20.13314056,209454454
2019-11-12 00:00:00+00:00,20.14092636,20.86239243,20.09476662,20.85744667,20.85744667,227650068
2019-11-13 00:00:00+00:00,20.86842346,21.63571358,20.7064991,21.25043106,21.25043106,252296146
2019-11-14 00:00:00+00:00,21.28135681,21.51263809,20.97397614,21.26469994,21.26469994,237992230
2019-11-15 00:00:00+00:00,21.2417202,21.29497337,20.1778965,20.31622505,20.31622505,225530775
2019-11-16 00:00:00+00:00,20.31740761,20.6341362,20.09207344,20.28265381,20.28265381,211016746
2019-11-17 00:00:00+00:00,20.27693176,20.620121,20.03048325,20.26079369,20.26079369,224982344
2019-11-18 00:00:00+00:00,20.34359741,20.43216705,18.93680191,19.31686974,19.31686974,224380017
2019-11-19 00:00:00+00:00,19.31186295,19.63331604,18.37516022,18.70329857,18.70329857,206923366
2019-11-20 00:00:00+00:00,18.70734406,18.92709923,17.85174561,18.17227364,18.17227364,210091849
2019-11-21 00:00:00+00:00,18.16269493,18.18763161,16.6204319,16.84021759,16.84021759,228429806
2019-11-22 00:00:00+00:00,16.84091377,17.27017975,14.68925953,15.58170319,15.58170319,341456274
2019-11-23 00:00:00+00:00,15.58123302,16.46618843,15.15149593,16.41950035,16.41950035,255961052
2019-11-24 00:00:00+00:00,16.39869308,16.49131966,15.27876472,15.27876472,15.27876472,232363837
2019-11-25 00:00:00+00:00,15.28551865,15.73527241,14.19535255,15.26736355,15.26736355,242510343
2019-11-26 00:00:00+00:00,15.27252865,15.86121273,15.22518444,15.52725506,15.52725506,205893351
2019-11-27 00:00:00+00:00,15.49125004,16.19523239,14.94318008,16.09828758,16.09828758,255021618
2019-11-28 00:00:00+00:00,16.09596443,16.2286396,15.6486702,15.68320656,15.68320656,194516396
2019-11-29 00:00:00+00:00,15.67806435,16.3407135,15.64595127,16.27330399,16.27330399,250074235
2019-11-30 00:00:00+00:00,16.26349831,16.37069893,15.53914738,15.71595097,15.71595097,213428131
2019-12-01 00:00:00+00:00,15.74318123,15.74318123,15.05423355,15.49633598,15.49633598,203268417
2019-12-02 00:00:00+00:00,15.50936413,15.7071743,15.15254498,15.19185829,15.19185829,200809249
2019-12-03 00:00:00+00:00,15.19185829,15.55317497,15.04866886,15.30955601,15.30955601,219927266
2019-12-04 00:00:00+00:00,15.34842968,15.69058704,15.00968456,15.2799778,15.2799778,237605471
2019-12-05 00:00:00+00:00,15.26021671,16.07777023,14.94940186,15.76283932,15.76283932,255410908
2019-12-06 00:00:00+00:00,15.76719761,15.85693359,15.45458698,15.71129894,15.71129894,236694082
2019-12-07 00:00:00+00:00,15.70438004,15.84858227,15.63249111,15.66708565,15.66708565,242693199
