Date,Open,High,Low,Close,Adj_Close,Volume,Name
2018-02-12,68.233498,69.690498,67.2005,69.311501,69.311501,134778000,Amazon
2018-02-13,69.296501,70.986,69.176498,70.725502,70.725502,118358000,Amazon
2018-02-14,70.3125,72.602997,70.167999,72.552498,72.552498,119184000,Amazon
2018-02-15,73.344498,73.446999,71.842003,73.087997,73.087997,113054000,Amazon
2018-02-16,72.8685,73.290001,72.328003,72.434502,72.434502,89452000,Amazon
2018-02-20,72.324501,74.438499,72.324501,73.417503,73.417503,129984000,Amazon
2018-02-21,74.25,75.1745,73.945999,74.146004,74.146004,126088000,Amazon
2018-02-22,74.767998,75.126999,73.788002,74.266998,74.266998,97162000,Amazon
2018-02-23,74.766998,75.0,74.324997,75.0,75.0,88362000,Amazon
2018-02-26,75.459999,76.141998,75.349998,76.097504,76.097504,99100000,Amazon
2018-02-27,76.224998,76.338997,75.360497,75.598999,75.598999,96176000,Amazon
2018-02-28,75.975502,76.434998,75.599998,75.622498,75.622498,90300000,Amazon
2018-03-01,75.68,75.9245,73.25,74.672501,74.672501,136704000,Amazon
2018-03-02,73.455002,75.052498,72.750504,75.012497,75.012497,131752000,Amazon
2018-03-05,74.711998,76.268997,74.050003,76.180496,76.180496,104678000,Amazon
2018-03-06,76.660004,77.106499,76.400002,76.882004,76.882004,91234000,Amazon
2018-03-07,76.325996,77.294998,76.125504,77.25,77.25,83482000,Amazon
2018-03-08,77.5,77.744003,77.262497,77.593002,77.593002,77252000,Amazon
2018-03-09,78.175003,78.946999,77.954002,78.944504,78.944504,90686000,Amazon
2018-03-12,79.629997,80.266502,79.334999,79.919502,79.919502,103484000,Amazon
2018-03-13,80.797997,80.876999,78.900497,79.408997,79.408997,130638000,Amazon
2018-03-14,79.849998,80.321999,79.544502,79.550003,79.550003,85188000,Amazon
2018-03-15,79.75,79.845497,78.905502,79.115997,79.115997,81394000,Amazon
2018-03-16,79.172501,79.472,78.375,78.584,78.584,108500000,Amazon
2018-03-19,77.726501,78.083,76.267502,77.246498,77.246498,131616000,Amazon
2018-03-20,77.516998,79.349998,77.2705,79.3255,79.3255,91632000,Amazon
2018-03-21,79.322502,79.5,78.158501,79.093002,79.093002,95016000,Amazon
2018-03-22,78.273499,78.692497,77.120003,77.246002,77.246002,126412000,Amazon
2018-03-23,76.9505,77.450996,74.767998,74.778,74.778,160120000,Amazon
2018-03-26,76.5,77.849503,74.962502,77.792999,77.792999,112494000,Amazon
2018-03-27,78.620003,78.7985,74.115997,74.852501,74.852501,139992000,Amazon
2018-03-28,72.349998,72.794998,69.308502,71.570999,71.570999,274106000,Amazon
2018-03-29,70.300003,72.773499,68.260002,72.366997,72.366997,251622000,Amazon
2018-04-02,70.880997,71.068001,67.75,68.599503,68.599503,209272000,Amazon
2018-04-03,69.569,70.699997,67.766502,69.602501,69.602501,204624000,Amazon
2018-04-04,67.912003,70.769501,67.643997,70.528503,70.528503,139646000,Amazon
2018-04-05,72.099503,72.977997,71.3535,72.587502,72.587502,128270000,Amazon
2018-04-06,71.498497,72.625,70.013,70.261497,70.261497,117646000,Amazon
2018-04-09,71.251503,71.924004,70.128502,70.304001,70.304001,84164000,Amazon
2018-04-10,71.599503,71.918999,70.785004,71.810997,71.810997,85082000,Amazon
2018-04-11,71.972,72.439003,71.244499,71.352501,71.352501,71650000,Amazon
2018-04-12,71.974998,72.606003,71.752998,72.425003,72.425003,62700000,Amazon
2018-04-13,72.457001,72.988998,71.225998,71.539497,71.539497,73706000,Amazon
2018-04-16,72.25,72.349998,71.374001,72.074997,72.074997,56172000,Amazon
2018-04-17,73.114998,75.359497,72.850998,75.191498,75.191498,102288000,Amazon
2018-04-18,75.732498,76.690002,75.205498,76.391998,76.391998,104550000,Amazon
2018-04-19,77.161003,78.426003,76.953003,77.845497,77.845497,130474000,Amazon
2018-04-20,78.059998,78.059998,75.804497,76.374496,76.374496,110832000,Amazon
2018-04-23,77.334503,77.400002,75.170502,75.892998,75.892998,89308000,Amazon
2018-04-24,76.790001,76.974998,72.422501,73.004501,73.004501,149894000,Amazon
2018-04-25,72.900002,73.499496,70.750999,73.008499,73.008499,131746000,Amazon
2018-04-26,74.250504,76.471001,73.925003,75.898003,75.898003,176022000,Amazon
2018-04-27,81.7005,81.904999,78.369499,78.630997,78.630997,261064000,Amazon
2018-04-30,79.125,79.800003,78.046997,78.306503,78.306503,109282000,Amazon
2018-05-01,78.161003,79.25,77.609001,79.112999,79.112999,91442000,Amazon
2018-05-02,79.049004,79.425003,78.318001,78.484001,78.484001,87206000,Amazon
2018-05-03,78.000504,78.739998,77.301003,78.603996,78.603996,85038000,Amazon
2018-05-04,78.122498,79.245003,78.109497,79.047501,79.047501,68872000,Amazon
2018-05-07,79.467003,80.347504,79.391502,80.007004,80.007004,76038000,Amazon
2018-05-08,79.75,79.844002,79.125504,79.619499,79.619499,61358000,Amazon
2018-05-09,80.0,80.400002,79.599998,80.400002,80.400002,72746000,Amazon
2018-05-10,80.424004,80.779999,80.171997,80.454002,80.454002,56350000,Amazon
2018-05-11,80.5495,80.555,79.894501,80.1455,80.1455,45278000,Amazon
2018-05-14,80.199997,80.558998,80.002502,80.077003,80.077003,50190000,Amazon
2018-05-15,79.389999,79.389999,78.261002,78.806,78.806,101550000,Amazon
2018-05-16,78.875,79.721497,78.833504,79.363998,79.363998,51412000,Amazon
2018-05-17,79.028,79.702003,78.650002,79.087997,79.087997,42952000,Amazon
2018-05-18,79.066498,79.179497,78.605003,78.718498,78.718498,52852000,Amazon
2018-05-21,79.25,79.602501,78.75,79.273003,79.273003,58504000,Amazon
2018-05-22,79.494499,79.494499,78.762497,79.07,79.07,42312000,Amazon
2018-05-23,78.552498,80.093002,78.317001,80.093002,80.093002,67238000,Amazon
2018-05-24,79.901497,80.412003,79.418999,80.153503,80.153503,68600000,Amazon
2018-05-25,80.150002,80.706001,80.022499,80.5075,80.5075,53968000,Amazon
2018-05-29,80.0355,81.0895,80.0075,80.643501,80.643501,76930000,Amazon
2018-05-30,80.904999,81.300003,80.6465,81.244499,81.244499,58148000,Amazon
2018-05-31,81.150002,81.75,81.067497,81.481003,81.481003,63326000,Amazon
2018-06-01,81.851501,82.336502,81.754501,82.077003,82.077003,66268000,Amazon
2018-06-04,82.445,83.283997,82.274498,83.263496,83.263496,63754000,Amazon
2018-06-05,83.649498,84.949997,83.502998,84.817497,84.817497,95644000,Amazon
2018-06-06,85.225502,85.724998,84.323502,84.787498,84.787498,109464000,Amazon
2018-06-07,84.928001,84.995003,83.805496,84.464996,84.464996,75314000,Amazon
2018-06-08,84.056,84.472,83.650497,84.199501,84.199501,59102000,Amazon
2018-06-11,84.0755,84.711998,84.029503,84.456001,84.456001,46710000,Amazon
2018-06-12,84.650002,84.975502,84.575996,84.9375,84.9375,45184000,Amazon
2018-06-13,85.140503,85.6875,85.005997,85.242996,85.242996,66550000,Amazon
2018-06-14,85.674004,86.239998,85.443497,86.193001,86.193001,63488000,Amazon
2018-06-15,85.699997,86.043503,85.426003,85.7985,85.7985,95552000,Amazon
2018-06-18,85.313004,86.336998,85.127998,86.189499,86.189499,62154000,Amazon
2018-06-19,85.452003,86.805496,85.019501,86.738998,86.738998,85802000,Amazon
2018-06-20,87.125,88.1465,87.068001,87.503998,87.503998,86652000,Amazon
2018-06-21,88.0,88.154999,85.877998,86.511002,86.511002,98822000,Amazon
2018-06-22,87.130997,87.150002,85.595001,85.783501,85.783501,81502000,Amazon
2018-06-25,85.125504,85.25,82.315498,83.157501,83.157501,150224000,Amazon
2018-06-26,83.6185,85.078499,83.167,84.554497,84.554497,87732000,Amazon
2018-06-27,85.405502,85.597504,83.0,83.025497,83.025497,97444000,Amazon
2018-06-28,83.626999,85.275002,83.058502,85.072502,85.072502,90594000,Amazon
2018-06-29,85.849998,86.170502,84.716003,84.989998,84.989998,90870000,Amazon
2018-07-02,84.135002,85.694504,83.903,85.689003,85.689003,63714000,Amazon
2018-07-03,86.197998,86.25,84.624001,84.697998,84.697998,43546000,Amazon
2018-07-05,85.268997,85.5345,84.107498,84.986504,84.986504,59662000,Amazon
2018-07-06,84.800003,85.763496,84.583504,85.531502,85.531502,53006000,Amazon
2018-07-09,86.202499,86.977997,85.811501,86.950996,86.950996,60240000,Amazon
2018-07-10,86.926498,87.5,86.550003,87.153503,87.153503,60058000,Amazon
2018-07-11,86.899498,87.848,86.699997,87.75,87.75,64196000,Amazon
2018-07-12,88.225502,89.900002,88.109001,89.831001,89.831001,90654000,Amazon
2018-07-13,90.196503,90.764999,89.761497,90.651497,90.651497,87664000,Amazon
2018-07-16,91.097504,92.097504,90.722504,91.124496,91.124496,109324000,Amazon
2018-07-17,90.578003,92.584503,89.869003,92.196503,92.196503,113658000,Amazon
2018-07-18,92.400002,92.944,91.563499,92.146004,92.146004,97238000,Amazon
2018-07-19,91.473,92.050003,90.563499,90.648499,90.648499,93538000,Amazon
2018-07-20,91.250504,91.741997,90.502998,90.684998,90.684998,77688000,Amazon
2018-07-23,90.610497,90.949997,88.499496,90.099998,90.099998,77770000,Amazon
2018-07-24,91.4505,92.0,90.469002,91.461998,91.461998,85574000,Amazon
2018-07-25,91.464996,93.192001,91.132004,93.180496,93.180496,74764000,Amazon
2018-07-26,91.949997,92.234001,90.224998,90.400002,90.400002,198488000,Amazon
2018-07-27,93.802498,94.002502,90.3265,90.863503,90.863503,193620000,Amazon
2018-07-30,91.366501,91.474998,88.301003,88.960999,88.960999,131246000,Amazon
2018-07-31,89.324501,90.091499,86.966003,88.872002,88.872002,114774000,Amazon
2018-08-01,89.199997,89.921997,88.801003,89.858498,89.858498,83062000,Amazon
2018-08-02,89.438499,91.828003,89.300003,91.716499,91.716499,87094000,Amazon
2018-08-03,91.887001,92.050003,91.074997,91.164497,91.164497,69210000,Amazon
2018-08-06,91.290497,92.388496,90.945999,92.387497,92.387497,67836000,Amazon
2018-08-07,92.726501,93.486,92.313499,93.124001,93.124001,67550000,Amazon
2018-08-08,93.050003,94.5755,92.724998,94.325996,94.325996,79260000,Amazon
2018-08-09,94.099998,95.7285,93.874001,94.926003,94.926003,97208000,Amazon
2018-08-10,94.425499,94.974998,93.9105,94.315002,94.315002,72798000,Amazon
2018-08-13,94.925003,96.25,94.683502,94.809998,94.809998,110630000,Amazon
2018-08-14,95.969498,96.050499,95.0,95.982498,95.982498,79722000,Amazon
2018-08-15,95.477501,95.810501,93.489502,94.130997,94.130997,154014000,Amazon
2018-08-16,95.196999,95.25,94.177498,94.325996,94.325996,79142000,Amazon
2018-08-17,94.290001,94.400002,92.777496,94.111,94.111,82086000,Amazon
2018-08-20,94.528503,94.587502,93.303001,93.835503,93.835503,57240000,Amazon
2018-08-21,94.0,94.887497,93.720497,94.170998,94.170998,62112000,Amazon
2018-08-22,93.832001,95.290001,93.832001,95.245003,95.245003,61610000,Amazon
2018-08-23,95.358498,95.974998,95.038002,95.144997,95.144997,71260000,Amazon
2018-08-24,95.525497,95.800499,95.126999,95.269501,95.269501,56018000,Amazon
2018-08-27,95.75,96.385002,95.463997,96.384003,96.384003,71380000,Amazon
2018-08-28,96.886497,97.088997,96.441002,96.640999,96.640999,62014000,Amazon
2018-08-29,97.672501,99.934502,97.446999,99.904999,99.904999,130636000,Amazon
2018-08-30,99.871002,101.278503,99.345001,100.119003,100.119003,145546000,Amazon
2018-08-31,100.349998,101.119003,100.237,100.635498,100.635498,84088000,Amazon
2018-09-04,101.324997,102.525002,100.650002,101.975502,101.975502,114422000,Amazon
2018-09-05,101.905502,102.018997,99.494499,99.740997,99.740997,164412000,Amazon
2018-09-06,100.3255,100.375,96.760498,97.915497,97.915497,149774000,Amazon
2018-09-07,96.935501,98.760002,96.8675,97.6035,97.6035,97852000,Amazon
2018-09-10,98.550003,98.652,96.575996,96.9505,96.9505,90896000,Amazon
2018-09-11,96.413498,99.444,95.849998,99.357498,99.357498,100672000,Amazon
2018-09-12,99.699997,100.0,98.122002,99.5,99.5,88280000,Amazon
2018-09-13,100.0,100.438004,99.101501,99.4935,99.4935,72430000,Amazon
2018-09-14,99.6465,99.682503,97.960999,98.509499,98.509499,72840000,Amazon
2018-09-17,97.736504,97.841003,94.370499,95.401497,95.401497,141004000,Amazon
2018-09-18,95.932503,97.910004,95.772003,97.052498,97.052498,85374000,Amazon
2018-09-19,97.025002,97.041496,95.245003,96.320999,96.320999,81136000,Amazon
2018-09-20,96.929001,97.75,96.612503,97.214996,97.214996,63098000,Amazon
2018-09-21,97.710999,97.865501,95.525002,95.750504,95.750504,137118000,Amazon
2018-09-24,95.189499,96.844002,93.25,96.718002,96.718002,84274000,Amazon
2018-09-25,97.144997,98.795502,96.942497,98.727501,98.727501,90768000,Amazon
2018-09-26,98.425003,99.762497,98.075996,98.7425,98.7425,86270000,Amazon
2018-09-27,99.662003,100.807999,99.429001,100.649002,100.649002,86588000,Amazon
2018-09-28,100.220497,101.325996,99.822998,100.150002,100.150002,81702000,Amazon
2018-10-01,101.099503,101.6595,100.18,100.218002,100.218002,69210000,Amazon
2018-10-02,99.999496,100.669502,98.288498,98.565498,98.565498,108014000,Amazon
2018-10-03,99.084999,99.485001,97.490501,97.638,97.638,105062000,Amazon
2018-10-04,97.449997,97.800003,94.828499,95.471001,95.471001,145140000,Amazon
2018-10-05,95.899498,96.454002,93.141502,94.482498,94.482498,136446000,Amazon
2018-10-08,93.699997,95.099998,91.532997,93.221001,93.221001,147864000,Amazon
2018-10-09,92.999496,94.834,92.615997,93.515999,93.515999,95458000,Amazon
2018-10-10,92.894501,92.928001,87.720497,87.762497,87.762497,219778000,Amazon
2018-10-11,86.199997,87.769997,84.254997,85.968002,85.968002,278718000,Amazon
2018-10-12,90.400002,90.447502,87.126503,89.430496,89.430496,188892000,Amazon
2018-10-15,89.75,89.752502,86.711502,88.047501,88.047501,128744000,Amazon
2018-10-16,89.175003,91.194,88.077499,90.998001,90.998001,117198000,Amazon
2018-10-17,92.139503,92.25,90.349998,91.586502,91.586502,105904000,Amazon
2018-10-18,91.074501,91.5075,88.393501,88.536003,88.536003,117480000,Amazon
2018-10-19,89.258003,90.455002,87.650002,88.2015,88.2015,118144000,Amazon
2018-10-22,89.199997,90.474998,87.800003,89.464996,89.464996,90000000,Amazon
2018-10-23,87.112,88.817001,85.699997,88.434998,88.434998,134478000,Amazon
2018-10-24,88.684998,88.885498,82.828003,83.209999,83.209999,138568000,Amazon
2018-10-25,85.167,89.740501,84.600502,89.108498,89.108498,205714000,Amazon
2018-10-26,82.4795,84.922997,80.150002,82.140503,82.140503,299276000,Amazon
2018-10-29,83.0,83.287003,74.75,76.944,76.944,277322000,Amazon
2018-10-30,74.307999,77.0495,73.818001,76.521004,76.521004,249202000,Amazon
2018-10-31,78.499496,81.195503,78.254501,79.900497,79.900497,187804000,Amazon
2018-11-01,81.176498,83.522499,79.921997,83.276497,83.276497,162710000,Amazon
2018-11-02,83.929497,84.872002,82.591499,83.276497,83.276497,139110000,Amazon
2018-11-05,82.878502,82.904503,79.818001,81.389999,81.389999,112494000,Amazon
2018-11-06,80.917503,83.25,80.727501,82.140503,82.140503,85148000,Amazon
2018-11-07,83.650002,87.961502,83.204002,87.774498,87.774498,163844000,Amazon
2018-11-08,87.75,89.199997,86.255501,87.745499,87.745499,130698000,Amazon
2018-11-09,86.625,87.195999,85.093498,85.621498,85.621498,118044000,Amazon
2018-11-12,84.912003,85.427498,81.500504,81.842499,81.842499,136124000,Amazon
2018-11-13,82.4645,83.852997,80.6875,81.558502,81.558502,118666000,Amazon
2018-11-14,82.816002,83.650002,79.8535,79.9505,79.9505,129738000,Amazon
2018-11-15,79.050499,81.240997,77.3255,80.972,80.972,168546000,Amazon
2018-11-16,79.375,80.723999,78.655998,79.670502,79.670502,121322000,Amazon
2018-11-19,78.850502,79.059502,75.167999,75.614502,75.614502,155800000,Amazon
2018-11-20,71.875,76.737503,71.0,74.773003,74.773003,217576000,Amazon
2018-11-21,77.149498,77.5,75.75,75.836502,75.836502,114336000,Amazon
2018-11-23,75.849998,76.809998,75.0905,75.102997,75.102997,54152000,Amazon
2018-11-26,76.949997,79.240501,76.210999,79.066498,79.066498,125154000,Amazon
2018-11-27,78.7995,79.8825,77.900497,79.070999,79.070999,115664000,Amazon
2018-11-28,80.695999,84.072502,80.060997,83.887497,83.887497,169174000,Amazon
2018-11-29,83.749496,84.499496,82.616501,83.678497,83.678497,132264000,Amazon
2018-11-30,83.974998,84.800003,83.324997,84.508499,84.508499,115236000,Amazon
2018-12-03,88.473,88.917,86.5,88.617996,88.617996,137246000,Amazon
2018-12-04,87.800003,88.516998,83.25,83.419998,83.419998,173890000,Amazon
2018-12-06,80.7435,85.052498,80.4925,84.959503,84.959503,175788000,Amazon
2018-12-07,85.253502,85.946503,81.273003,81.456497,81.456497,151522000,Amazon
2018-12-10,81.192001,82.899498,79.543503,82.051498,82.051498,149896000,Amazon
2018-12-11,83.900002,83.973503,80.980003,82.162003,82.162003,124894000,Amazon
2018-12-12,83.449997,85.249496,83.013496,83.177002,83.177002,131960000,Amazon
2018-12-13,84.0,84.606003,82.074997,82.918999,82.918999,105426000,Amazon
2018-12-14,81.900002,82.128502,79.25,79.595497,79.595497,127344000,Amazon
2018-12-17,78.300003,78.806503,75.250504,76.045502,76.045502,176596000,Amazon
2018-12-18,77.0,78.377502,76.150497,77.573997,77.573997,130460000,Amazon
2018-12-19,77.152496,79.226501,74.158997,74.753998,74.753998,175844000,Amazon
2018-12-20,74.199997,75.474998,71.634499,73.041496,73.041496,199836000,Amazon
2018-12-21,73.249496,74.0,68.197998,68.872498,68.872498,272806000,Amazon
2018-12-24,67.300003,69.801498,65.349998,67.197998,67.197998,144400000,Amazon
2018-12-26,68.444504,73.657997,68.150497,73.544998,73.544998,208236000,Amazon
2018-12-27,72.709999,73.449997,69.515503,73.082001,73.082001,194440000,Amazon
2018-12-28,73.667503,75.6735,72.449997,73.901001,73.901001,176580000,Amazon
2018-12-31,75.540001,76.038002,74.349998,75.098503,75.098503,139090000,Amazon
2019-01-02,73.260002,77.667999,73.046501,76.956497,76.956497,159662000,Amazon
2019-01-03,76.000504,76.900002,74.855499,75.014,75.014,139512000,Amazon
2019-01-04,76.5,79.699997,75.915497,78.769501,78.769501,183652000,Amazon
2019-01-07,80.115501,81.727997,79.459503,81.475502,81.475502,159864000,Amazon
2019-01-08,83.234497,83.830498,80.830498,82.829002,82.829002,177628000,Amazon
2019-01-09,82.649002,83.389999,82.07,82.971001,82.971001,126976000,Amazon
2019-01-10,82.050499,83.162498,81.081001,82.810997,82.810997,130154000,Amazon
2019-01-11,82.027496,83.014503,81.810997,82.028,82.028,93724000,Amazon
2019-01-14,80.75,82.410004,79.7575,80.860497,80.860497,120118000,Amazon
2019-01-15,81.599998,83.758003,81.300499,83.727997,83.727997,119970000,Amazon
2019-01-16,84.210999,85.25,83.793999,84.189003,84.189003,127338000,Amazon
2019-01-17,84.0,85.008499,83.875,84.661003,84.661003,84178000,Amazon
2019-01-18,85.599998,85.809998,84.577003,84.809998,84.809998,120410000,Amazon
2019-01-22,84.050003,84.093498,80.510002,81.608498,81.608498,128336000,Amazon
2019-01-23,82.800003,82.871498,80.599998,82.000999,82.000999,104504000,Amazon
2019-01-24,82.053497,82.862999,81.588997,82.746498,82.746498,81798000,Amazon
2019-01-25,83.525002,84.174004,83.080498,83.528503,83.528503,98918000,Amazon
2019-01-28,82.179497,82.25,80.704498,81.894501,81.894501,96754000,Amazon
2019-01-29,81.563499,81.619003,79.536003,79.694,79.694,92656000,Amazon
2019-01-30,81.150002,83.847504,80.984001,83.5215,83.5215,115676000,Amazon
2019-01-31,84.642502,86.820503,83.954002,85.936501,85.936501,218206000,Amazon
2019-02-01,81.944,83.653,81.100502,81.311501,81.311501,230124000,Amazon
2019-02-04,81.150002,82.481499,80.675003,81.665497,81.665497,98582000,Amazon
2019-02-05,82.167,83.263,82.125,82.940498,82.940498,89062000,Amazon
2019-02-06,83.537498,83.612999,81.667,82.013,82.013,78798000,Amazon
2019-02-07,81.25,81.277,79.6455,80.718498,80.718498,92532000,Amazon
2019-02-08,79.300003,79.429497,78.337997,79.411003,79.411003,113150000,Amazon
2019-02-11,80.049004,80.4645,79.300003,79.550003,79.550003,66346000,Amazon
2019-02-12,80.199997,81.970001,79.944,81.900497,81.900497,97172000,Amazon
2019-02-13,82.349998,82.819,81.855499,82.0,82.0,71206000,Amazon
2019-02-14,81.224998,81.894997,80.303001,81.1325,81.1325,82410000,Amazon
2019-02-15,81.392998,81.445503,80.224998,80.397499,80.397499,86878000,Amazon
2019-02-19,80.050003,81.699997,80.028,81.378998,81.378998,73634000,Amazon
2019-02-20,81.5,81.746498,80.505997,81.105003,81.105003,66752000,Amazon
2019-02-21,80.9925,81.178001,80.045502,80.972,80.972,69668000,Amazon
2019-02-22,81.175003,81.747002,81.058502,81.578003,81.578003,61924000,Amazon
2019-02-25,82.072502,82.730003,81.519501,81.650002,81.650002,63690000,Amazon
2019-02-26,81.299004,81.999496,80.806503,81.82,81.82,53316000,Amazon
2019-02-27,81.408997,82.0905,80.754997,82.054497,82.054497,62976000,Amazon
2019-02-28,81.762497,82.588501,81.691498,81.991501,81.991501,60518000,Amazon
2019-03-01,82.7565,83.712997,82.550003,83.586502,83.586502,99498000,Amazon
2019-03-04,84.25,85.471497,83.718002,84.808502,84.808502,123348000,Amazon
2019-03-05,85.147499,85.389999,84.4505,84.621498,84.621498,73630000,Amazon
2019-03-06,84.7985,84.887497,83.414001,83.447502,83.447502,79920000,Amazon
2019-03-07,83.3685,83.487503,81.025497,81.297501,81.297501,99140000,Amazon
2019-03-08,80.2005,81.136002,79.328499,81.040001,81.040001,93340000,Amazon
2019-03-11,81.306,83.614502,81.300499,83.530998,83.530998,77528000,Amazon
2019-03-12,83.449997,84.213501,83.049004,83.654999,83.654999,72290000,Amazon
2019-03-13,84.150002,85.0,83.967499,84.540497,84.540497,71040000,Amazon
2019-03-14,84.559998,85.099998,84.217003,84.310997,84.310997,58932000,Amazon
2019-03-15,85.150002,85.940002,84.656502,85.617996,85.617996,151018000,Amazon
2019-03-18,85.635002,87.5,85.6315,87.107498,87.107498,108582000,Amazon
2019-03-19,87.675499,89.208,87.675499,88.092499,88.092499,127284000,Amazon
2019-03-20,88.497002,89.974998,88.351501,89.863503,89.863503,125312000,Amazon
2019-03-21,89.813004,91.1875,89.363998,90.962997,90.962997,115356000,Amazon
2019-03-22,90.508499,90.948997,88.155502,88.238503,88.238503,127260000,Amazon
2019-03-25,87.889503,89.134003,87.375,88.712997,88.712997,102076000,Amazon
2019-03-26,89.650002,90.288498,88.667999,89.188004,89.188004,97318000,Amazon
2019-03-27,89.206497,89.375,87.283997,88.285004,88.285004,86496000,Amazon
2019-03-28,88.5,88.8965,87.6735,88.670998,88.670998,60860000,Amazon
2019-03-29,89.329002,89.642998,88.831497,89.037498,89.037498,66416000,Amazon
2019-04-01,90.005501,90.783501,89.936501,90.709503,90.709503,84776000,Amazon
2019-04-02,90.551003,91.0,90.255997,90.698997,90.698997,68962000,Amazon
2019-04-03,91.335999,91.5,90.481003,91.035004,91.035004,78522000,Amazon
2019-04-04,91.032501,91.4375,90.209999,90.943001,90.943001,72478000,Amazon
2019-04-05,91.449997,91.929001,91.259499,91.863998,91.863998,72810000,Amazon
2019-04-08,91.661499,92.510002,91.255501,92.492996,92.492996,75056000,Amazon
2019-04-09,92.274498,92.654503,91.588997,91.792,91.792,74288000,Amazon
2019-04-10,92.050003,92.400002,91.440498,92.366501,92.366501,59280000,Amazon
2019-04-11,92.434998,92.497498,92.015503,92.203499,92.203499,53096000,Amazon
2019-04-12,92.419998,92.574997,92.065002,92.153,92.153,62288000,Amazon
2019-04-15,92.099998,92.342499,90.945,92.2435,92.2435,74488000,Amazon
2019-04-16,92.567497,93.488503,92.400002,93.152,93.152,60892000,Amazon
2019-04-17,93.649498,93.823502,93.022003,93.240997,93.240997,57870000,Amazon
2019-04-18,93.439499,93.541,92.973999,93.084503,93.084503,54998000,Amazon
2019-04-22,92.769997,94.420998,92.281998,94.365501,94.365501,67476000,Amazon
2019-04-23,94.559998,96.462997,94.478996,96.188499,96.188499,92808000,Amazon
2019-04-24,96.25,96.484497,94.907997,95.087502,95.087502,73516000,Amazon
2019-04-25,95.849998,96.122498,95.015503,95.112503,95.112503,121982000,Amazon
2019-04-26,96.449997,97.550003,94.900002,97.531502,97.531502,168652000,Amazon
2019-04-29,97.449997,97.817001,96.704498,96.921501,96.921501,80426000,Amazon
2019-04-30,96.504997,96.7855,95.347504,96.325996,96.325996,70120000,Amazon
2019-05-01,96.654503,97.181999,95.527496,95.575996,95.575996,62340000,Amazon
2019-05-02,95.666496,96.077499,94.093498,95.041,95.041,79258000,Amazon
2019-05-03,97.449997,98.220001,96.800003,98.123001,98.123001,127632000,Amazon
2019-05-06,95.899002,97.949997,95.525002,97.527496,97.527496,108356000,Amazon
2019-05-07,96.999496,97.455002,95.168999,96.050003,96.050003,118042000,Amazon
2019-05-08,95.943497,96.768501,95.5,95.888496,95.888496,81572000,Amazon
2019-05-09,95.0,95.470001,93.800003,94.9935,94.9935,106166000,Amazon
2019-05-10,94.900002,95.189499,92.800003,94.499001,94.499001,114360000,Amazon
2019-05-13,91.828003,92.327003,90.900002,91.134003,91.134003,115668000,Amazon
2019-05-14,91.974998,92.622002,90.787498,92.005997,92.005997,92582000,Amazon
2019-05-15,91.397499,93.721497,91.150002,93.557503,93.557503,93852000,Amazon
